Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2023,Oxidative Phosphorylation (GO:0006119),29/63,7.35596410936104e-31,1.7119334654512967e-28,0,0,37.971461187214615,2634.6356504323444,NDUFA13;NDUFB7;NDUFB10;NDUFB6;NDUFA12;NDUFB4;ATP5F1B;NDUFV3;NDUFV2;NDUFV1;ATP5MF;NDUFA8;NDUFA7;NDUFA3;NDUFA1;NDUFC2;NDUFC1;SDHC;SDHA;ATP5F1C;SDHB;NDUFS8;NDUFS7;NDUFAB1;UQCRC1;ATP5PO;NDUFS2;NDUFS1;UQCRC2
GO_Biological_Process_2023,Proton Motive Force-Driven Mitochondrial ATP Synthesis (GO:0042776),27/53,2.3090730122638805e-30,4.926022426162946e-28,0,0,46.039248251748255,3141.75083383776,NDUFA13;NDUFB7;NDUFB10;NDUFB6;NDUFA12;NDUFB4;ATP5F1B;NDUFV3;NDUFV2;NDUFV1;ATP5MF;NDUFA8;NDUFA7;NDUFA3;NDUFA1;NDUFC2;NDUFC1;SDHC;SDHA;ATP5F1C;SDHB;NDUFS8;NDUFS7;NDUFAB1;ATP5PO;NDUFS2;NDUFS1
GO_Biological_Process_2023,Cellular Respiration (GO:0045333),31/85,4.5048167821049433e-29,8.871023817068197e-27,0,0,25.647680937818556,1674.0195304497906,NDUFA13;NDUFB7;NDUFB10;NDUFB6;NDUFA12;NDUFB4;UQCR11;COX6A1;COX5A;CYC1;NDUFV3;NDUFV2;NDUFV1;NDUFA8;NDUFA7;NDUFA3;NDUFA1;NDUFC2;NDUFC1;SDHC;SDHA;SDHB;COX6B1;NDUFS8;NDUFS7;NDUFAB1;UQCRC1;NDUFS2;CYCS;NDUFS1;UQCRC2
GO_Biological_Process_2023,Aerobic Respiration (GO:0009060),24/59,3.9003233375564845e-24,7.132019817246142e-22,0,0,30.18071589809739,1626.770247763303,NDUFA8;NDUFA13;NDUFA7;NDUFB7;NDUFB10;NDUFB6;NDUFA12;NDUFB4;NDUFA3;NDUFA1;NDUFC2;NDUFC1;SDHC;SDHB;NDUFS8;NDUFS7;NDUFAB1;UQCRC1;NDUFS2;NDUFS1;UQCRC2;NDUFV3;NDUFV2;NDUFV1
GO_Biological_Process_2023,Positive Regulation Of Transcription By RNA Polymerase II (GO:0045944),75/938,4.5137328598071555e-21,7.703437414070881e-19,0,0,4.139126681958994,193.90634009818663,MDC1;APP;KDM1A;BRCA1;YBX1;NR3C1;MED15;FGF2;SOX2;MED11;MED14;KAT5;MYC;RUVBL2;EP300;KDM6B;TBP;ATRX;MED8;FOS;GTF2F2;MED26;RUNX2;MED7;HCFC1;TNFRSF1A;RUNX1;KAT2B;MED20;PPARG;PGR;TP53;TLR4;TLR2;HDAC4;PRKN;HDAC3;PRKDC;HDAC1;DHX9;CTR9;TAF9;SUPT4H1;HIF1A;EGFR;FOXO1;RELA;MED30;PCBP1;E2F1;RIPK1;BRD4;MAPK3;CREBBP;JUN;XBP1;XRCC6;NPM1;SMAD4;TAF12;STAT1;TAF13;STAT3;TAF11;SMARCA5;ESR1;NFKB1;SMARCA4;NFKBIA;CDK7;AGO2;CTNNB1;ATM;TAF2;TAF1
GO_Biological_Process_2023,protein-RNA Complex Assembly (GO:0022618),30/150,1.0839553868876429e-19,1.734328619020229e-17,0,0,11.1058352402746,484.9751664200893,RPL5;HSP90AB1;RPL10;DHX9;PRKDC;MRPS11;RPL10L;RPLP0;SRSF1;RPL6;RPS15;RPS14;MRPL20;RPS19;POLR2D;DENR;HSP90AA1;XRCC5;RPS5;RPSA;DICER1;EIF2S2;MRPS7;RPS28;EIF3K;AGO2;SNRPF;HNRNPC;EIF3D;EIF3B
GO_Biological_Process_2023,"Mitochondrial Electron Transport, NADH To Ubiquinone (GO:0006120)",17/34,2.212040335200404e-19,3.3310725047723716e-17,0,0,43.36888888888889,1862.919358827344,NDUFA8;NDUFA7;NDUFB7;NDUFB10;NDUFB6;NDUFB4;NDUFA3;NDUFC2;NDUFC1;NDUFS8;NDUFS7;NDUFAB1;NDUFS2;NDUFS1;NDUFV3;NDUFV2;NDUFV1
GO_Biological_Process_2023,Positive Regulation Of Gene Expression (GO:0010628),50/480,6.149053309888558e-19,8.745320262952615e-17,0,0,5.326808320785232,223.3680871936941,RPL5;APP;CXCL8;ASH2L;BRCA1;FGF2;ELAVL1;RPS4X;MYC;AKT1;EP300;MAP2K1;ARID1A;MED26;HCFC1;KAT2B;IFNG;IL1B;PPARG;PGR;RPL26;TP53;TLR4;TLR2;PRKN;DNMT1;PRKDC;HDAC1;HIF1A;RELA;MAPK8;RBBP5;U2AF2;E2F1;RIPK1;RPL17;CD74;NPM1;STAT3;FN1;EEF2;MAPK14;MTOR;SMARCA4;SOD1;AGO2;ATM;KRAS;EIF3D;HSPA1B
GO_Biological_Process_2023,Positive Regulation Of DNA-templated Transcription (GO:0045893),82/1243,7.508528430234168e-18,1.0116754095473405e-15,0,0,3.3703681331588307,132.89527430258565,APP;KDM1A;TRRAP;YEATS4;BRCA1;YBX1;BRCA2;NR3C1;FGF2;ACTB;SOX2;MED14;KAT5;CDH1;MYC;RUVBL2;RUVBL1;AKT1;EP300;KDM6B;SUPT16H;MAP2K1;ATRX;FOS;ARID1A;GTF2F2;RUNX2;HCFC1;TNFRSF1A;RUNX1;KAT2B;MORF4L1;IL1B;PPARG;PGR;TP53;TLR4;TLR2;HDAC4;PRKN;HDAC3;PRKDC;HDAC1;DHX9;CTR9;TAF9;SUPT4H1;MRPL12;HIF1A;EGFR;FOXO1;RELA;TERT;RBBP4;MED30;PCBP1;E2F1;RIPK1;BRD4;MAPK3;CD74;CREBBP;JUN;XBP1;XRCC6;NPM1;SMAD4;TAF12;STAT1;STAT3;SMARCA5;GTF2H1;ESR1;NFKB1;MTOR;SMARCA4;NFKBIA;CDK7;AGO2;CTNNB1;ATM;TAF2
GO_Biological_Process_2023,Regulation Of Apoptotic Process (GO:0042981),59/705,1.3736371631849697e-17,1.6770939924939748e-15,0,0,4.227876676986584,164.15358824725254,MRE11;ARL6IP1;TRRAP;YEATS4;ACTB;CASP9;CASP8;KAT5;MYC;RUVBL2;CASP3;RUVBL1;RACK1;AKT1;HSP90AA1;RPS6;RPS3A;MMP9;YWHAZ;MORF4L1;VDAC1;TP53;PRKN;VCP;HDAC3;RPL10;PRKDC;HDAC1;TAF9;HTT;XIAP;EGFR;FOXO1;RELA;HSPD1;MAPK8;UBB;E2F1;RIPK1;BARD1;HSPA9;CD74;JUN;XBP1;NPM1;STAT1;PLK1;PA2G4;NFKB1;MTOR;SOD1;HNRNPK;ALB;MDM2;CTNNB1;ATM;TARDBP;HSPA1B;BCL2L1
GO_Biological_Process_2023,Positive Regulation Of Nucleic Acid-Templated Transcription (GO:1903508),52/557,1.3757411657177137e-17,1.6770939924939748e-15,0,0,4.721250149111297,183.3023196983445,TRRAP;YEATS4;BRCA1;BRCA2;FGF2;SOX2;MED14;KAT5;CDH1;MYC;RUVBL2;RUVBL1;AKT1;EP300;MAP2K1;FOS;ARID1A;RUNX2;HCFC1;RUNX1;KAT2B;MORF4L1;IL1B;PPARG;TP53;HDAC4;HDAC1;TAF9;MRPL12;HIF1A;EGFR;FOXO1;RELA;RBBP4;MED30;E2F1;BRD4;CD74;CREBBP;JUN;XRCC6;NPM1;SMAD4;TAF12;STAT1;STAT3;GTF2H1;ESR1;NFKB1;SMARCA4;CTNNB1;TAF2
GO_Biological_Process_2023,Ribosomal Small Subunit Biogenesis (GO:0042274),22/84,1.9079144919956706e-17,2.220118681594962e-15,0,0,15.525987676694454,597.718477187697,NPM1;RPS8;MRPS11;RPS5;MRPS12;RPS6;RPS3A;RPSA;SNU13;MRPS7;RPS15;RPS4X;FBL;RPS14;RPS25;RPS28;RPS15A;RPS19;RPS11;RPS13;RPS24;RPS23
GO_Biological_Process_2023,Ribosome Assembly (GO:0042255),18/50,2.7904834153655127e-17,3.1059293666677017e-15,0,0,24.43054008908686,931.236773206122,RPL5;NPM1;RPL10;MRPS11;RPS5;RPL10L;RPLP0;MRPS2;RPSA;MRPS7;EIF2S1;RPL6;MRPL22;RPS15;RPS14;MRPL20;RPS28;RPS19
GO_Biological_Process_2023,Transcription Initiation At RNA Polymerase II Promoter (GO:0006367),21/76,3.0829491030159404e-17,3.288479043217003e-15,0,0,16.67501019160212,633.9515369818781,TBP;TAF12;TAF13;TAF9;TAF11;MED8;MED15;GTF2F2;MED26;ESR1;MED7;MED11;MED14;CDK7;MED30;MED20;POLR2D;POLR2G;POLR2I;TAF2;TAF1
GO_Biological_Process_2023,Regulation Of Gene Expression (GO:0010468),75/1127,1.5078795508443423e-16,1.5440686600646066e-14,0,0,3.3611270078373554,122.44806547511288,RPL5;APP;CXCL8;TRRAP;YEATS4;BRCA1;YBX1;BRCA2;BMI1;NR3C1;FGF2;RPL6;SOX2;CASP8;CDH1;MYC;RUVBL2;RUVBL1;RACK1;AKT1;KDM6A;KDM6B;MAP2K1;ATRX;DICER1;MED26;HCFC1;KAT2B;IFNG;IL1B;PPARG;PGR;MAPT;TP53;TLR4;TLR2;HDAC4;PRKN;DNMT1;HDAC1;SRSF1;TAF9;SUPT4H1;HIF1A;HDAC6;RELA;AURKA;MAPK8;TERT;RBBP4;NSD2;E2F1;RIPK1;HNRNPA1;RPL17;CD74;CREBBP;TAF12;FUS;STAT3;FN1;SMARCA5;MAPK14;ESR1;NFKB1;MTOR;CDK4;CDK2;MDM2;ATM;KRAS;TARDBP;HSPA1B;EZH2;TAF1
GO_Biological_Process_2023,Ribonucleoprotein Complex Biogenesis (GO:0022613),24/118,3.516738719154661e-16,3.4626350465522825e-14,0,0,11.203496469910188,398.66328497550825,RPL5;NPM1;RPS8;RPS5;RPS6;MRPS12;RPL35A;SNU13;RPS3A;RPL7;RPS15;RPS4X;FBL;RPS14;RPS25;RPS28;RPS15A;RPS19;MRTO4;RPL26;RPS11;RPS13;RPS24;RPS23
GO_Biological_Process_2023,Chromatin Organization (GO:0006325),34/268,9.21748940883817e-16,8.739545513565078e-14,0,0,6.476046663113638,224.2024113859549,HDAC4;HDAC3;HDAC1;SUPT4H1;YEATS4;BMI1;SOX2;RBBP4;H3C14;MYC;RUVBL2;CHEK1;RUVBL1;HMGN2;H3-3A;KDM6A;KDM6B;H4C7;NPM1;SUPT16H;H4C9;ATRX;SMARCA5;H2BC1;SSRP1;ARID1A;ESR1;H2BC17;HCFC1;SMARCA4;KAT2B;H3-4;HNRNPC;EZH2
GO_Biological_Process_2023,Positive Regulation Of Transcription Initiation By RNA Polymerase II (GO:0060261),17/52,1.4134951441809593e-15,1.2923384175368768e-13,0,0,21.04546031746032,719.6013410675021,MDC1;TBP;TAF12;TAF13;TAF9;TAF11;MED8;MED15;MED26;MED7;MED11;MED14;MED30;MED20;TP53;TAF2;TAF1
GO_Biological_Process_2023,DNA Damage Response (GO:0006974),40/384,2.3932284129118922e-15,2.112643012777395e-13,0,0,5.225477915146234,175.92163521194334,CDKN1A;FEN1;VCP;MRE11;KDM1A;TRRAP;PRKDC;TAF9;XIAP;ASH2L;BRCA1;FOXO1;CASP9;WRN;KAT5;CCND1;EXO1;RBBP5;MYC;CHEK1;E2F1;RBBP8;MAPK3;BARD1;NPM1;RRM1;XRCC5;ATRX;SMARCA5;RPA1;GTF2H1;MAPK14;MTOR;RBX1;ATM;MAPT;TP53;CENPS;BCL2L1;TAF1
GO_Biological_Process_2023,Ribosome Biogenesis (GO:0042254),26/155,2.7992321240234426e-15,2.388678079166671e-13,0,0,8.868217054263566,297.1689097498786,RPL5;MRPS12;SNU13;RPL7;RPS15;RPS4X;FBL;RPS14;RPS15A;RPS19;RPS11;RPS13;NPM1;RPS8;RPS5;RPS6;RPL35A;RPS3A;EIF2S1;MRPL22;RPS25;RPS28;MRTO4;RPL26;RPS24;RPS23
GO_Biological_Process_2023,Positive Regulation Of DNA-templated Transcription Initiation (GO:2000144),17/56,5.7925258140886466e-15,4.78350518840869e-13,0,0,18.883076923076924,619.0289546382962,MDC1;JUN;TBP;TAF12;TAF13;TAF9;TAF11;MED8;MED15;MED26;MED7;MED11;MED14;MED30;MED20;TAF2;TAF1
GO_Biological_Process_2023,Regulation Of Transcription Initiation By RNA Polymerase II (GO:0060260),17/57,8.079035054215588e-15,6.46322804337247e-13,0,0,18.410055555555555,597.3971705340167,MDC1;TBP;TAF12;TAF13;TAF9;TAF11;MED8;MED15;MED26;MED7;MED11;MED14;MED30;CDK4;MED20;TAF2;TAF1
GO_Biological_Process_2023,Transcription By RNA Polymerase II (GO:0006366),28/192,9.555001388948136e-15,7.412364713850675e-13,0,0,7.532807378187677,243.1719158622764,CCNH;CTR9;TAF9;SUPT4H1;POLR2B;POLR2C;POLR2D;POLR2F;POLR2G;POLR2I;POLR2J;POLR2K;SUPT16H;XBP1;TBP;TAF12;TAF13;TAF11;GTF2H1;GTF2F2;MED26;NFKB1;MED7;CDK7;MED20;PPARG;TAF2;TAF1
GO_Biological_Process_2023,Negative Regulation Of Gene Expression (GO:0010629),36/336,2.6586246340072756e-14,2.001787959723125e-12,0,0,5.354895591647332,167.38537394296526,PRKN;APP;DNMT1;CXCL8;HDAC1;YBX1;BMI1;TYMS;HIF1A;MRPL13;FGF2;AURKA;SYNCRIP;TERT;CHEK1;RACK1;RPS13;STAT3;RPL13A;DICER1;ESR1;NFKB1;RPS26;KAT2B;EPRS1;IFNG;NCL;AGO2;PPARG;PGR;MAPT;PABPC1;TARDBP;HSPA1B;EZH2;TAF1
GO_Biological_Process_2023,NADH Dehydrogenase Complex Assembly (GO:0010257),16/53,4.0636333681796856e-14,2.889694839594443e-12,0,0,18.693354107988256,576.3930080606917,NDUFA8;NDUFA13;NDUFB7;NDUFB10;NDUFB6;NDUFB4;NDUFA3;NDUFA1;NDUFC2;NDUFC1;BCS1L;NDUFS8;NDUFS7;NDUFAB1;NDUFS2;NDUFS1
GO_Biological_Process_2023,Mitochondrial Respiratory Chain Complex I Assembly (GO:0032981),16/53,4.0636333681796856e-14,2.889694839594443e-12,0,0,18.693354107988256,576.3930080606917,NDUFA8;NDUFA13;NDUFB7;NDUFB10;NDUFB6;NDUFB4;NDUFA3;NDUFA1;NDUFC2;NDUFC1;BCS1L;NDUFS8;NDUFS7;NDUFAB1;NDUFS2;NDUFS1
GO_Biological_Process_2023,Negative Regulation Of Programmed Cell Death (GO:0043069),38/381,4.958054378152717e-14,3.4304376238029613e-12,0,0,4.9557245475612826,151.81950314093046,BECN1;MRE11;HDAC3;ARL6IP1;RPL10;PRKDC;HDAC1;TAF9;XIAP;EGFR;RELA;FOXO1;HSPD1;MAPK8;MYC;AKT1;RIPK1;BARD1;HSPA9;CD74;XBP1;NPM1;GPX4;PLK1;RPS3A;PA2G4;MMP9;YWHAZ;NFKB1;MTOR;HNRNPK;ALB;MDM2;CTNNB1;VDAC1;TP53;HSPA1B;BCL2L1
GO_Biological_Process_2023,RNA Polymerase II Preinitiation Complex Assembly (GO:0051123),16/56,1.0691157368607505e-13,7.2024639114829485e-12,0,0,17.28869179600887,516.357456094877,TBP;TAF12;TAF13;TAF9;TAF11;MED8;MED15;MED26;ESR1;MED7;MED11;MED14;MED30;MED20;TAF2;TAF1
GO_Biological_Process_2023,DNA-templated Transcription (GO:0006351),27/199,1.7441125831498024e-13,1.1448533879137164e-11,0,0,6.907333509513742,202.9192254351065,CCNH;MRPL12;POLR2B;POLR2C;POLR2D;E2F1;POLR2F;POLR2G;POLR2I;POLR2J;POLR2K;XBP1;SUPT16H;SMAD4;TBP;TAF12;TAF13;TAF11;SMARCA5;GTF2H1;GTF2F2;NFKB1;CDK7;MED20;POLR1C;TP53;TAF1
GO_Biological_Process_2023,Transcription Preinitiation Complex Assembly (GO:0070897),16/59,2.6409110732768484e-13,1.690183086897183e-11,0,0,16.0800288763987,465.71755087656646,TBP;TAF12;TAF13;TAF9;TAF11;MED8;MED15;MED26;ESR1;MED7;MED11;MED14;MED30;MED20;TAF2;TAF1
GO_Biological_Process_2023,Ribosomal Small Subunit Assembly (GO:0000028),10/17,7.355312449734353e-13,4.5925853344682775e-11,0,0,61.03782432010003,1705.2859286356156,RPS15;RPS14;RPS28;RPS19;PRKDC;XRCC5;MRPS11;RPS5;RPSA;MRPS7
GO_Biological_Process_2023,Negative Regulation Of Apoptotic Process (GO:0043066),41/482,9.723905791903588e-13,5.926952101731711e-11,0,0,4.16665069783782,115.24547015419424,PRKN;MRE11;HDAC3;RPL10;ARL6IP1;PRKDC;HDAC1;TAF9;XIAP;EGFR;FOXO1;RELA;HSPD1;MAPK8;QARS1;MYC;AKT1;CCL2;RIPK1;BARD1;HSPA9;CD74;XBP1;NPM1;PLK1;RPS3A;PA2G4;MMP9;YWHAZ;NFKB1;MTOR;SOD1;HNRNPK;PIK3CA;ALB;MDM2;CTNNB1;VDAC1;TP53;HSPA1B;BCL2L1
GO_Biological_Process_2023,Positive Regulation Of Macromolecule Metabolic Process (GO:0010604),35/364,1.4905590194860885e-12,8.874025790428805e-11,0,0,4.729117415287628,128.78271012622653,PRKN;APP;RPL5;DNMT1;CXCL8;HDAC1;BRCA1;HIF1A;FGF2;RELA;MAPK8;MYC;E2F1;AKT1;RIPK1;RPL17;CD74;MAP2K1;STAT3;FN1;MAPK14;MED26;MTOR;HCFC1;NFKBIA;IFNG;IL1B;ATM;PPARG;PGR;KRAS;TP53;TLR4;HSPA1B;TLR2
GO_Biological_Process_2023,Response To UV (GO:0009411),19/100,1.6012330857644529e-12,9.316265226265905e-11,0,0,10.184854497354497,276.6231648756032,CREBBP;FEN1;NPM1;PCNA;KDM1A;EIF2S1;EGFR;RELA;RBX1;CASP9;MAPK8;WRN;CCND1;MYC;RUVBL2;EP300;RPL26;TP53;TAF1
GO_Biological_Process_2023,Positive Regulation Of miRNA Metabolic Process (GO:2000630),14/49,3.776938318660709e-12,2.1486582435047588e-10,0,0,17.216777041942606,452.8375188925236,JUN;STAT3;FOS;NR3C1;FGF2;HIF1A;EGFR;RELA;NFKB1;SMARCA4;TERT;MYC;PPARG;TP53
GO_Biological_Process_2023,Regulation Of Transcription By RNA Polymerase II (GO:0006357),97/2028,4.157110444463917e-12,2.2681132868328612e-10,0,0,2.389735048357524,62.62587674563751,APP;KDM1A;TRRAP;EHMT2;UBE2D1;YEATS4;NR3C1;FGF2;ACTB;SOX2;RPS14;KAT5;CCND1;MYC;RUVBL2;RUVBL1;EP300;MED8;DICER1;GTF2F2;RUNX2;MED7;HCFC1;RUNX1;PGR;TP53;PRKDC;DHX9;CTR9;SUPT4H1;HIF1A;FOXO1;PCBP1;RIPK1;CREBBP;JUN;XBP1;XRCC6;SMAD4;UBE2I;FUS;PLK1;SMARCA5;ESR1;NFKB1;SMARCA4;NFKBIA;CDK7;HNRNPK;CDK4;AGO2;MDM2;ATM;RCOR1;EZH2;BRCA1;YBX1;BMI1;MED14;KDM6B;EED;ATRX;FOS;ARID1A;MED26;YWHAZ;TNFRSF1A;KAT2B;IFNG;MED20;PPARG;TLR4;TLR2;HDAC4;PRKN;HDAC3;RPL10;HDAC1;TAF9;EGFR;HDAC6;RELA;DNAJB1;RBBP4;RBBP8;E2F1;RPL17;BRD4;MAPK3;NPM1;TAF12;STAT1;STAT3;MAPK14;CTNNB1;TAF2;TAF1
