Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2023,Proton Motive Force-Driven Mitochondrial ATP Synthesis (GO:0042776),30/53,1.6760939851404436e-35,3.979961353806217e-33,0,0,58.233011640632775,4662.950883230039,NDUFA13;NDUFB7;NDUFB10;NDUFA12;NDUFB11;NDUFB5;NDUFB4;NDUFA10;ATP5F1B;NDUFV2;ATP5MG;NDUFV1;NDUFA9;NDUFA7;NDUFA5;ATP5PB;NDUFA2;NDUFC2;NDUFC1;SDHC;SDHD;ATP5F1C;SDHB;ATP5F1D;NDUFS8;NDUFS6;NDUFS4;ATP5PO;NDUFS2;NDUFS1
GO_Biological_Process_2023,Aerobic Electron Transport Chain (GO:0019646),32/68,2.4687760949946915e-34,5.373702633438445e-32,0,0,39.84061302681992,3083.032796951779,NDUFB7;NDUFB10;NDUFB5;COX4I1;NDUFB4;NDUFA10;UQCR11;UQCR10;COX6A1;COX5B;COX5A;UQCRH;CYC1;NDUFV2;NDUFV1;NDUFA9;NDUFA7;NDUFA5;NDUFA4;NDUFA2;NDUFC2;NDUFC1;SDHC;SDHD;SDHB;NDUFS8;NDUFS6;UQCRQ;NDUFS4;NDUFS2;CYCS;NDUFS1
GO_Biological_Process_2023,Oxidative Phosphorylation (GO:0006119),31/63,4.4505578034636525e-34,8.942197678959278e-32,0,0,43.32934346330275,3327.471026531276,NDUFA13;NDUFB7;NDUFB10;NDUFA12;NDUFB11;NDUFB5;NDUFB4;NDUFA10;UQCRH;ATP5F1B;NDUFV2;ATP5MG;NDUFV1;NDUFA9;NDUFA7;NDUFA5;ATP5PB;NDUFA2;NDUFC2;NDUFC1;SDHC;SDHD;ATP5F1C;SDHB;ATP5F1D;NDUFS8;NDUFS6;NDUFS4;ATP5PO;NDUFS2;NDUFS1
GO_Biological_Process_2023,Aerobic Respiration (GO:0009060),26/59,3.660080324700681e-27,6.828664148655843e-25,0,0,34.83817769532055,2120.6804367094637,NDUFA13;NDUFB7;NDUFB10;NDUFA12;NDUFB11;NDUFB5;NDUFB4;NDUFA10;UQCRH;NDUFV2;NDUFV1;NDUFA9;NDUFA7;NDUFA5;NDUFA2;NDUFC2;NDUFC1;SDHC;SDHB;ATP5F1D;OXA1L;NDUFS8;NDUFS6;NDUFS4;NDUFS2;NDUFS1
GO_Biological_Process_2023,"Mitochondrial Electron Transport, NADH To Ubiquinone (GO:0006120)",19/34,9.285034328108336e-23,1.6168339776679318e-20,0,0,55.18482142857143,2799.584114313945,NDUFA9;NDUFA7;NDUFB7;NDUFB10;NDUFA5;NDUFB5;NDUFA4;NDUFB4;NDUFA10;NDUFA2;NDUFC2;NDUFC1;NDUFS8;NDUFS6;NDUFS4;NDUFS2;NDUFS1;NDUFV2;NDUFV1
GO_Biological_Process_2023,Ribosomal Small Subunit Biogenesis (GO:0042274),25/84,3.678217867069855e-21,6.004690667991537e-19,0,0,18.66899302093719,878.4108196994333,MRPS11;MRPS12;RPS4X;RPS14;RPS17;RPS16;RPS15A;RPS19;RPS11;RPS13;RPS9;NPM1;RPS7;RPS8;RPS5;RPS6;RPS3A;RPSA;ERAL1;MRPS7;RPS25;RPS28;RPS27;RPS24;RPS23
GO_Biological_Process_2023,Transcription Initiation At RNA Polymerase II Promoter (GO:0006367),24/76,4.712738992311127e-21,7.240984851715686e-19,0,0,20.29623198471957,949.9452007889817,MED1;TBP;TAF13;TAF9;MED8;MED9;GTF2H2;MED16;GTF2F1;MED4;MED15;GTF2F2;MED26;GTF2E1;ESR1;MED6;GTF2E2;MED17;MED28;CDK7;MED10;MED31;PPARGC1A;TAF2
GO_Biological_Process_2023,protein-RNA Complex Assembly (GO:0022618),31/150,9.40695927107018e-21,1.365054312001962e-18,0,0,11.599606815203146,534.8907805320855,HSP90AB1;RPL10;DHX9;PRKDC;MRPS11;RPL10L;PRPF19;RPL6;RPS14;MRPL20;RPS19;SNRPD2;DENR;RPL38;SNRPD3;PRMT5;HSP90AA1;RPS5;RPSA;RPL23A;ERAL1;EIF2S2;MRPS7;RPS28;EIF2S3;RPS27;EIF6;EIF3I;EIF3G;SNRPE;EIF3B
GO_Biological_Process_2023,Regulation Of Apoptotic Process (GO:0042981),60/705,3.1752629857376598e-18,4.3651510098667205e-16,0,0,4.31701045654534,173.9372779305436,ARL6IP1;TRRAP;PARK7;CASP9;CASP8;KAT5;MYC;RUVBL2;CASP3;RUVBL1;RACK1;AKT1;MED1;HSP90AA1;RPS6;TRAF2;RPS3A;MMP9;BIRC5;VDAC1;SQSTM1;TP53;PRKN;HDAC2;RPL10;PRKDC;SRC;HDAC1;TAF9;HTT;FOXO3;EGFR;HSP90B1;HSPD1;MAPK8;ERBB2;RPS3;FYN;SNCA;BARD1;HSPA9;CD74;JUN;XBP1;NPM1;HSPA5;STAT1;PLK1;PA2G4;NFKB1;MTOR;PINK1;HNRNPK;ALB;CDK1;CTNNB1;ATM;TARDBP;HSPA1B;BCL2L1
GO_Biological_Process_2023,Cellular Response To Oxidative Stress (GO:0034599),25/117,2.414935116358984e-17,3.153905261964833e-15,0,0,11.952218178241196,457.3190487689956,LRRK2;PARK7;FOXO3;HIF1A;EGFR;MAPK8;RPS3;AKT1;HMOX1;MAPK1;PPARGC1A;SNCA;JUN;PARP1;GSR;GPX7;FOS;SOD2;MMP9;RAD52;PINK1;ATM;SQSTM1;TP53;HSPA1B
GO_Biological_Process_2023,Ribosome Assembly (GO:0042255),18/50,2.7904834153655127e-17,3.4708298480641528e-15,0,0,24.43054008908686,931.236773206122,NPM1;RPL10;MRPS11;RPS5;RPL10L;MRPS2;RPSA;RPL23A;ERAL1;MRPS7;RPL6;MRPL22;RPS14;MRPL20;RPS28;RPS27;RPS19;EIF6
GO_Biological_Process_2023,Positive Regulation Of Transcription By RNA Polymerase II (GO:0045944),68/938,6.610347284319255e-17,7.848285048473591e-15,0,0,3.655932935787745,136.202916284813,APP;SMARCB1;KDM1A;PARK7;BRCA1;MED16;NR3C1;MED15;MED17;YY1;SOX2;KAT5;SIN3A;MYC;MED10;RUVBL2;EP300;MED1;TBP;PARP1;MED8;MED9;FOS;MED4;GTF2F1;GTF2F2;MED26;MED6;POU5F1;MED28;SFPQ;PPARG;SQSTM1;TP53;TLR4;TLR2;PRKN;HDAC2;PRKDC;HDAC1;DHX9;CTR9;TAF9;FOXO3;HIF1A;SUPT6H;EGFR;MED31;PPARGC1A;BRD4;H2AZ1;JUN;XBP1;XRCC6;NPM1;TGFB1;STAT1;TAF13;STAT3;SMARCA5;ESR1;NFKB1;SMARCA4;NFKBIA;CDK7;CTNNB1;ATM;TAF2
GO_Biological_Process_2023,Ribonucleoprotein Complex Biogenesis (GO:0022613),24/118,3.516738719154661e-16,3.9937919714921636e-14,0,0,11.203496469910188,398.66328497550825,RPS9;NPM1;RPS7;RPS8;RPS5;RPS6;MRPS12;RPL35A;MRPL36;RPS3A;RPS4X;RPS14;RPS25;RPS17;RPS28;RPS16;RPS27;RPS15A;RPS19;RPL38;RPS11;RPS13;RPS24;RPS23
GO_Biological_Process_2023,Positive Regulation Of Gene Expression (GO:0010628),46/480,4.2770606779905694e-16,4.654867704546404e-14,0,0,4.808356228860405,170.15856928893135,PRKN;APP;DNMT1;SMARCB1;CXCL8;PRKDC;HDAC1;PARK7;BRCA1;HIF1A;ELAVL1;RPS4X;MAPK8;RBBP5;MYC;ERBB2;RPS3;WDR5;AKT1;EP300;PPARGC1A;MED1;CD74;NPM1;TGFB1;RPS7;EGF;STAT3;FN1;EEF2;MED26;MTOR;SMARCA4;IL1A;EIF6;IFNG;IL1B;HNRNPD;PPARG;ATM;KRAS;GAPDH;TP53;TLR4;HSPA1B;TLR2
GO_Biological_Process_2023,Positive Regulation Of Transcription Initiation By RNA Polymerase II (GO:0060261),17/52,1.4134951441809593e-15,1.4768197266402661e-13,0,0,21.04546031746032,719.6013410675021,MED1;TBP;TAF13;TAF9;MED8;MED9;MED16;MED4;MED15;MED26;MED6;MED17;MED28;MED10;MED31;TP53;TAF2
GO_Biological_Process_2023,NADH Dehydrogenase Complex Assembly (GO:0010257),17/53,2.0367795014827244e-15,1.9703955769899545e-13,0,0,20.459814814814816,692.1024728645601,NDUFA9;NDUFA13;NDUFB7;NDUFB10;NDUFA5;NDUFB11;NDUFB5;NDUFB4;NDUFA10;NDUFA2;NDUFC2;NDUFC1;OXA1L;NDUFS8;NDUFS4;NDUFS2;NDUFS1
GO_Biological_Process_2023,Mitochondrial Respiratory Chain Complex I Assembly (GO:0032981),17/53,2.0367795014827244e-15,1.9703955769899545e-13,0,0,20.459814814814816,692.1024728645601,NDUFA9;NDUFA13;NDUFB7;NDUFB10;NDUFA5;NDUFB11;NDUFB5;NDUFB4;NDUFA10;NDUFA2;NDUFC2;NDUFC1;OXA1L;NDUFS8;NDUFS4;NDUFS2;NDUFS1
GO_Biological_Process_2023,Negative Regulation Of Apoptotic Process (GO:0043066),45/482,2.403302365907211e-15,2.2419377784820132e-13,0,0,4.659732992072185,156.8556179949694,PRKN;HDAC2;RPL10;ARL6IP1;PRKDC;SRC;HDAC1;TAF9;PARK7;EGFR;HSP90B1;HSPD1;MAPK8;MYC;ERBB2;AKT1;CCL2;PPARGC1A;SNCA;BARD1;HSPA9;MED1;CD74;XBP1;NPM1;HSPA5;BDNF;PLK1;RPS3A;PA2G4;SOD2;MMP9;NFKB1;MTOR;PINK1;HNRNPK;PIK3CA;ALB;CDK1;BIRC5;CTNNB1;VDAC1;TP53;HSPA1B;BCL2L1
GO_Biological_Process_2023,Positive Regulation Of DNA-templated Transcription Initiation (GO:2000144),17/56,5.7925258140886466e-15,5.043359142133184e-13,0,0,18.883076923076924,619.0289546382962,MED1;JUN;TBP;TAF13;TAF9;MED8;MED9;MED16;MED4;MED15;MED26;MED6;MED17;MED28;MED10;MED31;TAF2
GO_Biological_Process_2023,RNA Polymerase II Preinitiation Complex Assembly (GO:0051123),17/56,5.7925258140886466e-15,5.043359142133184e-13,0,0,18.883076923076924,619.0289546382962,MED1;TBP;TAF13;TAF9;MED8;MED9;MED16;MED4;MED15;MED26;ESR1;MED6;MED17;MED28;MED10;MED31;TAF2
GO_Biological_Process_2023,Regulation Of Transcription Initiation By RNA Polymerase II (GO:0060260),17/57,8.079035054215588e-15,6.807238568261651e-13,0,0,18.410055555555555,597.3971705340167,MED1;TBP;TAF13;TAF9;MED8;MED9;MED16;MED4;MED15;MED26;MED6;MED17;MED28;CDK4;MED10;MED31;TAF2
GO_Biological_Process_2023,Transcription By RNA Polymerase II (GO:0006366),28/192,9.555001388948136e-15,7.799269883728916e-13,0,0,7.532807378187677,243.1719158622764,CCNH;CTR9;TAF9;MED16;GTF2E1;SUPT6H;GTF2E2;MED17;POLR2C;POLR2E;POLR2F;PPARGC1A;POLR2L;MED1;XBP1;TBP;PARP1;TAF13;GTF2H2;GTF2F1;MED4;GTF2F2;MED26;NFKB1;CDK7;PPARG;MNAT1;TAF2
GO_Biological_Process_2023,Transcription Preinitiation Complex Assembly (GO:0070897),17/59,1.538012886841366e-14,1.2173605031604997e-12,0,0,17.5315873015873,557.6044071481198,MED1;TBP;TAF13;TAF9;MED8;MED9;MED16;MED4;MED15;MED26;ESR1;MED6;MED17;MED28;MED10;MED31;TAF2
GO_Biological_Process_2023,Ribosome Biogenesis (GO:0042254),25/155,2.4724253042846543e-14,1.8994043808210346e-12,0,0,8.441959624086321,264.4949671542505,MRPS12;MRPL36;RPS4X;RPS14;RPS17;RPS16;RPS15A;RPS19;RPS11;RPS13;RPS9;NPM1;RPS7;RPS8;RPS5;RPS6;RPL35A;RPS3A;MRPL22;RPS25;RPS28;RPS27;RPL27;RPS24;RPS23
GO_Biological_Process_2023,Positive Regulation Of DNA-templated Transcription (GO:0045893),75/1243,2.718188775094984e-14,2.0285454515851718e-12,0,0,3.008314841347498,93.968400864384,APP;SMARCB1;KDM1A;TRRAP;CHD4;PARK7;BRCA1;MED16;NR3C1;MED17;YY1;SOX2;KAT5;CDH1;SIN3A;MYC;MED10;RUVBL2;RUVBL1;WDR5;AKT1;EP300;MED1;PARP1;MED9;FOS;MED4;GTF2F1;GTF2F2;MED6;POU5F1;SFPQ;IL1B;PPARG;SQSTM1;TP53;TLR4;TLR2;PRKN;HDAC2;PRKDC;HDAC1;DHX9;CTR9;TAF9;MRPL12;FOXO3;HIF1A;EGFR;RBBP4;ERBB2;PPARGC1A;BRD4;H2AZ1;CD74;JUN;XBP1;XRCC6;NPM1;TGFB1;EGF;STAT1;STAT3;SMARCA5;ESR1;NFKB1;MTOR;SMARCA4;NFKBIA;CDK7;HNRNPD;SNAI1;CTNNB1;ATM;TAF2
GO_Biological_Process_2023,Negative Regulation Of Programmed Cell Death (GO:0043069),38/381,4.958054378152717e-14,3.5973438988152495e-12,0,0,4.9557245475612826,151.81950314093046,HDAC2;ARL6IP1;RPL10;PRKDC;HDAC1;SRC;TAF9;EGFR;HSP90B1;HSPD1;MAPK8;MYC;ERBB2;AKT1;ATG5;SNCA;BARD1;HSPA9;MED1;CD74;XBP1;NPM1;HSPA5;PLK1;RPS3A;PA2G4;MMP9;NFKB1;MTOR;HNRNPK;ALB;CDK1;CTNNB1;BIRC5;VDAC1;TP53;HSPA1B;BCL2L1
GO_Biological_Process_2023,Positive Regulation Of Nucleic Acid-Templated Transcription (GO:1903508),46/557,1.0736421889124333e-13,7.579333506592637e-12,0,0,4.067345013038567,121.46129148357376,HDAC2;TRRAP;HDAC1;TAF9;CHD4;BRCA1;MRPL12;MED16;FOXO3;HIF1A;EGFR;MED17;YY1;SOX2;RBBP4;KAT5;CDH1;MYC;RUVBL2;RUVBL1;WDR5;AKT1;EP300;PPARGC1A;BRD4;MED1;CD74;JUN;XRCC6;NPM1;TGFB1;EGF;STAT1;STAT3;FOS;MED4;ESR1;NFKB1;SMARCA4;IL1B;HNRNPD;SNAI1;CTNNB1;PPARG;TP53;TAF2
GO_Biological_Process_2023,Chromatin Organization (GO:0006325),31/268,2.2436324401223861e-13,1.5422020877893876e-11,0,0,5.788874695157357,168.60392800441122,H2AX;HDAC2;SMARCB1;HDAC10;HDAC1;HDAC11;CHD4;BMI1;HDAC8;RNF2;SOX2;YY1;RBBP4;MYC;RUVBL2;H2BC21;RUVBL1;HMGN2;NPM1;H4C9;RING1;SMARCA5;H2BC1;SSRP1;ESR1;H2BC17;SMARCA4;H2BC13;SFPQ;H3-4;EZH2
GO_Biological_Process_2023,Energy Derivation By Oxidation Of Organic Compounds (GO:0015980),14/43,4.982802561048218e-13,3.3372000742199865e-11,0,0,20.785262997640253,588.7969011185029,NDUFA4;COX4I1;UQCR11;UQCR10;COX5B;COX6A1;COX5A;UQCRH;UQCRQ;NDUFS4;CYCS;NDUFS1;CYC1;PPARGC1A
GO_Biological_Process_2023,Ribosomal Small Subunit Assembly (GO:0000028),10/17,7.355312449734353e-13,4.803019029676532e-11,0,0,61.03782432010003,1705.2859286356156,RPS14;RPS28;RPS27;RPS19;PRKDC;MRPS11;RPS5;RPSA;ERAL1;MRPS7
GO_Biological_Process_2023,DNA-templated Transcription (GO:0006351),26/199,1.203806227602517e-12,7.669126503653107e-11,0,0,6.597721940413931,181.0779934097432,CCNH;MRPL12;MED16;FOXO3;GTF2E1;GTF2E2;POLR2C;POLR2E;POLR2F;POLR2L;PRMT5;XBP1;TBP;PARP1;TAF13;SMARCA5;GTF2H2;MED4;GTF2F1;GTF2F2;NFKB1;CDK7;POLR3A;POLR1C;MNAT1;TP53
GO_Biological_Process_2023,Regulation Of Translation (GO:0006417),26/202,1.709901424311932e-12,1.0633958381673254e-10,0,0,6.484255823541538,175.68822312539243,APP;RPL10;DHX9;PRKDC;MTIF2;FOXO3;MRPL13;ELAVL1;RPS4X;MTG2;ERBB2;RACK1;RPS3;EIF5B;TSFM;NPM1;RPL13A;EEF2;MTOR;EIF6;SERBP1;HNRNPD;ETF1;GAPDH;METAP1;EIF3B
GO_Biological_Process_2023,"Positive Regulation Of DNA-templated Transcription, Elongation (GO:0032786)",15/56,1.808845451501871e-12,1.0987684463541595e-10,0,0,15.777034319015756,426.5846973561533,MED1;PARP1;MED8;MED9;MED16;MED4;MED15;MED26;SUPT6H;MED6;MED17;MED28;MED10;MED31;BRD4
GO_Biological_Process_2023,Positive Regulation Of Cellular Biosynthetic Process (GO:0031328),24/174,2.748009813259504e-12,1.6313185527804146e-10,0,0,7.000632054176072,186.3578345669285,HSP90AA1;NPM1;CXCL8;HSP90AB1;PRKDC;PARK7;EEF2;PTGS2;HIF1A;ELAVL1;MTOR;RPS4X;DDB1;KAT5;EIF6;IFNG;IL1B;ERBB2;HNRNPD;AKT1;CTNNB1;PPARGC1A;TLR4;SNCA
GO_Biological_Process_2023,Regulation Of Gene Expression (GO:0010468),66/1127,4.595687059256485e-12,2.6675410219506525e-10,0,0,2.86548473303076,74.80606605311505,APP;CXCL8;HDAC10;TRRAP;CHD4;PARK7;BRCA1;BMI1;NR3C1;RPL6;YY1;SOX2;PTBP1;CASP8;CDH1;MYC;RUVBL2;RUVBL1;RACK1;WDR5;AKT1;MED1;PRMT5;RPS7;MED26;POU5F1;IL1A;SFPQ;IFNG;HNRNPH1;IL1B;PPARG;TP53;TLR4;TLR2;PRKN;DNMT1;HDAC1;TAF9;HIF1A;RNF2;AURKA;MAPK8;RBBP4;RPS3;HNRNPA1;PPARGC1A;CD74;TGFB1;EGF;STAT3;FN1;SMARCA5;ESR1;NFKB1;MTOR;PINK1;CDK4;CDK2;HNRNPD;SNAI1;ATM;KRAS;TARDBP;HSPA1B;EZH2
GO_Biological_Process_2023,Positive Regulation Of Protein Metabolic Process (GO:0051247),25/196,5.65079760151125e-12,3.208670290249432e-10,0,0,6.404302611732953,165.86647054570733,PRKN;APP;NDUFA13;HDAC2;PRKDC;ELAVL1;RPS4X;MAPK8;CASP8;ERBB2;AKT1;BARD1;NPM1;HSP90AA1;TGFB1;PLK1;EEF2;MTOR;DDB1;NFKBIA;EIF6;IL1B;HNRNPD;STUB1;AURKAIP1
GO_Biological_Process_2023,Positive Regulation Of Macromolecule Metabolic Process (GO:0010604),34/364,7.0725775760261656e-12,3.9305473677830514e-10,0,0,4.569263069494016,117.31489774211424,PRKN;APP;DNMT1;CXCL8;HDAC1;BRCA1;PARK7;HIF1A;MAPK8;MYC;RPS3;AKT1;PPARGC1A;SNCA;MED1;CD74;TGFB1;RPS7;EGF;STAT3;FN1;MED26;MTOR;NFKBIA;IL1A;IFNG;IL1B;ATM;PPARG;KRAS;TP53;TLR4;HSPA1B;TLR2
GO_Biological_Process_2023,Positive Regulation Of Transcription Elongation By RNA Polymerase II (GO:0032968),13/43,1.004212510062682e-11,5.464589742257761e-10,0,0,18.615198237885465,471.4156056158382,MED1;MED8;MED9;MED16;MED4;MED15;SUPT6H;MED26;MED6;MED17;MED28;MED10;MED31
