Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2023,Proton Motive Force-Driven Mitochondrial ATP Synthesis (GO:0042776),10/53,9.110095901984594e-12,9.623574034641908e-10,0,0,31.54029945842625,801.8060713831983,NDUFA8;NDUFB8;ATP5PD;NDUFA11;NDUFB10;NDUFB11;NDUFB5;NDUFA3;ATP5MG;ATP5F1D
GO_Biological_Process_2023,Nucleosome Assembly (GO:0006334),10/54,1.1106425228934928e-11,1.0754721763351984e-09,0,0,30.82191780821918,777.436561406262,H4C7;NPM1;H2BC15;H3-4;H3C14;H2BC3;H2BC11;H3C1;NAP1L1;H2BC17
GO_Biological_Process_2023,DNA Damage Response (GO:0006974),20/384,2.193736227150939e-11,1.960862689191839e-09,0,0,7.870071105365223,193.15381638435213,NPM1;MRE11;PARP1;TRRAP;XRCC5;PRKDC;PARP2;SUV39H1;HTRA2;SMC1A;PML;BCL2L10;BCLAF1;HPF1;WRN;RAD51;MSH2;KAT5;CHEK1;EP400
GO_Biological_Process_2023,Protein Targeting To Mitochondrion (GO:0006626),10/59,2.820495438854309e-11,2.341011214249077e-09,0,0,27.6698350573106,672.1424475916546,TOMM70;TIMM8B;TOMM40;SAMM50;TIMM9;TIMM17A;TIMM13;TIMM22;TOMM22;TIMM50
GO_Biological_Process_2023,Protein Insertion Into Mitochondrial Membrane (GO:0051204),8/28,3.113032127926276e-11,2.411562221766888e-09,0,0,53.57837837837838,1296.213071860781,TIMM8B;TOMM70;TOMM40;SAMM50;TIMM9;TIMM13;TIMM22;TOMM22
GO_Biological_Process_2023,Proton Motive Force-Driven ATP Synthesis (GO:0015986),10/60,3.3621479441388166e-11,2.4417599444308155e-09,0,0,27.115068493150684,653.9030867802604,NDUFA8;NDUFB8;ATP5PD;NDUFA11;NDUFB10;NDUFB11;NDUFB5;NDUFA3;ATP5MG;ATP5F1D
GO_Biological_Process_2023,Oxidative Phosphorylation (GO:0006119),10/63,5.586759607471029e-11,3.818714508165493e-09,0,0,25.57637632463169,603.8080278686641,NDUFA8;NDUFB8;ATP5PD;NDUFA11;NDUFB10;NDUFB11;NDUFB5;NDUFA3;ATP5MG;ATP5F1D
GO_Biological_Process_2023,Macromolecule Biosynthetic Process (GO:0009059),14/183,1.7933796416007634e-10,1.1577261908556041e-08,0,0,11.478039836653055,257.5872892822934,RPL4;TSFM;RPL3;EIF5A2;MRPS18B;MRPL28;MRPS21;MRPL14;EEF2;MRPL34;MRPL13;MRPS6;MRPS5;RPS20
GO_Biological_Process_2023,NADH Dehydrogenase Complex Assembly (GO:0010257),9/53,2.800143307332961e-10,1.5494126300575723e-08,0,0,27.551020408163264,606.0172132527797,OXA1L;NDUFA8;NDUFB8;NDUFA11;NDUFB10;NDUFB11;NDUFB5;NDUFA3;FOXRED1
GO_Biological_Process_2023,Mitochondrial Respiratory Chain Complex I Assembly (GO:0032981),9/53,2.800143307332961e-10,1.5494126300575723e-08,0,0,27.551020408163264,606.0172132527797,OXA1L;NDUFA8;NDUFB8;NDUFA11;NDUFB10;NDUFB11;NDUFB5;NDUFA3;FOXRED1
GO_Biological_Process_2023,Mitochondrial Transport (GO:0006839),9/53,2.800143307332961e-10,1.5494126300575723e-08,0,0,27.551020408163264,606.0172132527797,TOMM70;PRKN;TIMM8B;OXA1L;TOMM40;TIMM9;TIMM17A;TIMM13;TOMM22
GO_Biological_Process_2023,Nucleosome Organization (GO:0034728),10/75,3.345422643859055e-10,1.7669914146201008e-08,0,0,20.84193888303477,454.73479754879247,H4C7;NPM1;H2BC15;H3-4;H3C14;H2BC3;H2BC11;H3C1;NAP1L1;H2BC17
GO_Biological_Process_2023,Aerobic Respiration (GO:0009060),9/59,7.630092635673668e-10,3.854855496805567e-08,0,0,24.23755102040816,508.8371096085986,OXA1L;NDUFA8;NDUFB8;NDUFA11;NDUFB10;NDUFB11;NDUFB5;NDUFA3;ATP5F1D
GO_Biological_Process_2023,Telomere Organization (GO:0032200),9/63,1.3995375650465452e-09,6.77609437743369e-08,0,0,22.43764172335601,457.4389833091232,WRN;MRE11;PARP1;PRKDC;XRCC5;RUVBL1;H3C1;NBN;TERF2
GO_Biological_Process_2023,Mitochondrial Respiratory Chain Complex Assembly (GO:0033108),10/90,2.0894570471665766e-09,9.71179635523025e-08,0,0,16.921232876712327,338.1938788355069,OXA1L;NDUFA8;NDUFB8;SAMM50;NDUFA11;NDUFB10;NDUFB11;NDUFB5;NDUFA3;FOXRED1
GO_Biological_Process_2023,Telomere Maintenance (GO:0000723),9/68,2.819075500264966e-09,1.213246567151071e-07,0,0,20.530958145970253,404.1900338597344,WRN;MRE11;RAD51;PARP1;PRKDC;XRCC5;RUVBL1;NBN;TERF2
GO_Biological_Process_2023,Aerobic Electron Transport Chain (GO:0019646),9/68,2.819075500264966e-09,1.213246567151071e-07,0,0,20.530958145970253,404.1900338597344,NDUFA8;NDUFB8;NDUFB10;NDUFB5;NDUFA3;COX4I2;COX7A2;UQCR11;COX6B1
GO_Biological_Process_2023,Mitochondrial ATP Synthesis Coupled Electron Transport (GO:0042775),9/70,3.671265587480892e-09,1.5235752188045706e-07,0,0,19.85580461692874,385.6539198476827,NDUFA8;NDUFB8;NDUFB10;NDUFB5;NDUFA3;COX4I2;COX7A2;UQCR11;COX6B1
GO_Biological_Process_2023,Inner Mitochondrial Membrane Organization (GO:0007007),7/34,6.9159004690480846e-09,2.771129774149612e-07,0,0,34.48148148148148,647.8878191499815,TIMM8B;TOMM70;CHCHD3;SAMM50;TIMM9;TIMM13;TIMM22
GO_Biological_Process_2023,Protein Insertion Into Mitochondrial Inner Membrane (GO:0045039),5/12,2.0514210452901282e-08,7.945837515423763e-07,0,0,93.83632923368025,1661.1045876953692,TIMM8B;TOMM70;TIMM9;TIMM13;TIMM22
GO_Biological_Process_2023,Chromatin Remodeling (GO:0006338),13/228,2.8846973371403905e-08,1.0812962276635916e-06,0,0,8.299788583509514,144.09479383982915,HDAC4;NPM1;HDAC2;PARP2;HDAC1;MTHFR;CTCF;KAT2A;HPF1;KAT5;RUVBL1;CHEK1;H3C1
GO_Biological_Process_2023,Regulation Of Apoptotic Process (GO:0042981),22/705,3.091803710927556e-08,1.1227112225305689e-06,0,0,4.605908961779681,79.64503738178466,PRKN;TOMM70;NPM1;HDAC2;MRE11;PRDM9;HDAC3;APAF1;TRRAP;PRKDC;HDAC1;GLO1;HTRA2;PHB2;BCL2L10;GCLC;BCLAF1;CASP8;KAT5;RUVBL1;EP400;AKT1
GO_Biological_Process_2023,Peptide Biosynthetic Process (GO:0043043),11/158,4.5824552504940286e-08,1.61357969729517e-06,0,0,10.165001172882944,171.77272146403743,RPL4;RPL3;MRPS18B;MRPL28;MRPS21;RPS20;MRPL14;MRPL34;MRPL13;MRPS6;MRPS5
GO_Biological_Process_2023,Double-Strand Break Repair (GO:0006302),11/168,8.604530492727209e-08,2.940724833102652e-06,0,0,9.512716889962665,154.75660618966074,HPF1;WRN;MRE11;RAD51;KAT5;PARP1;XRCC5;PRKDC;PARP2;NBN;BRCA2
GO_Biological_Process_2023,Histone Modification (GO:0016570),8/81,2.2722255801459282e-07,7.543788926084483e-06,0,0,14.639763050721957,223.94937241471277,HDAC4;HDAC2;HDAC3;KAT5;TRRAP;HDAC1;RUVBL1;EP400
GO_Biological_Process_2023,Gene Expression (GO:0010467),13/296,5.912742593471135e-07,1.908501914892628e-05,0,0,6.283649212977835,90.11372455884948,RPL4;RPL3;MRPS18B;MRPL28;MRPS21;MRPL14;MRPL34;MRPL13;MRPS6;MRPS5;CASP8;H3C1;RPS20
GO_Biological_Process_2023,Protein Localization To Chromosome (GO:0034502),6/40,6.304155198783113e-07,1.9798454975637774e-05,0,0,23.305882352941172,332.7354413212515,PARP1;MSH2;TNKS;XRCC5;CTCF;TERF2
GO_Biological_Process_2023,Regulation Of Double-Strand Break Repair Via Homologous Recombination (GO:0010569),7/71,1.34313159235135e-06,4.107155027137549e-05,0,0,14.519714765100671,196.3139002023425,RAD51;KAT5;PARP1;TRRAP;CHEK1;RUVBL1;EP400
GO_Biological_Process_2023,Replication Fork Processing (GO:0031297),6/46,1.4802108299771934e-06,4.410269190855125e-05,0,0,19.804,265.8355486515089,WRN;MRE11;RAD51;PARP1;NBN;BRCA2
GO_Biological_Process_2023,Regulation Of Cellular Response To Stress (GO:0080135),8/107,1.940719950806905e-06,5.63779145709406e-05,0,0,10.78078078078078,141.79369683723544,PRKN;KAT2A;NPM1;RAD51;TRRAP;ABRAXAS1;RUVBL1;BRCA2
GO_Biological_Process_2023,Positive Regulation Of DNA Metabolic Process (GO:0051054),8/108,2.0822458541297204e-06,5.90138946950911e-05,0,0,10.672432432432432,139.61743887857776,WRN;MRE11;RAD51;ABRAXAS1;RUVBL1;NBN;TERF2;PML
GO_Biological_Process_2023,Outer Mitochondrial Membrane Organization (GO:0007008),4/13,2.4106173639865344e-06,6.514272969656635e-05,0,0,57.99707602339181,750.2285817142548,TOMM70;TOMM40;SAMM50;TOMM22
GO_Biological_Process_2023,Protein Insertion Into Mitochondrial Outer Membrane (GO:0045040),4/13,2.4106173639865344e-06,6.514272969656635e-05,0,0,57.99707602339181,750.2285817142548,TOMM70;TOMM40;SAMM50;TOMM22
GO_Biological_Process_2023,Positive Regulation Of DNA Recombination (GO:0045911),6/51,2.756022979122425e-06,7.278406140318768e-05,0,0,17.59911111111111,225.29892555078197,PRDM9;KAT5;PARP1;TRRAP;RUVBL1;EP400
GO_Biological_Process_2023,Negative Regulation Of Nucleic Acid-Templated Transcription (GO:1903507),15/456,2.970479580735561e-06,7.670438384032717e-05,0,0,4.6806098325855165,59.56912503963904,HDAC4;HDAC2;HDAC3;PARP1;XRCC5;HDAC1;SUV39H1;CTCF;PHB2;HDAC9;PML;GCLC;BCLAF1;KAT5;SIN3A
GO_Biological_Process_2023,Positive Regulation Of Telomere Maintenance (GO:0032206),6/52,3.0955602570229387e-06,7.819654388392727e-05,0,0,17.215652173913043,218.3898726525848,MRE11;TNKS;RUVBL1;NBN;TERF2;PML
GO_Biological_Process_2023,Telomere Capping (GO:0016233),4/14,3.354393999102237e-06,8.293203887142126e-05,0,0,52.194736842105264,657.9271548834257,MRE11;PRKDC;NBN;TERF2
GO_Biological_Process_2023,Negative Regulation Of Telomere Maintenance (GO:0032205),4/15,4.546433063240403e-06,0.00010781541264255811,0,0,47.44736842105263,583.6580299206646,PARP1;TNKS;NBN;TERF2
GO_Biological_Process_2023,"Protein Localization To Chromosome, Telomeric Region (GO:0070198)",4/15,4.546433063240403e-06,0.00010781541264255811,0,0,47.44736842105263,583.6580299206646,TNKS;XRCC5;BRCA2;TERF2
GO_Biological_Process_2023,Mitotic DNA Damage Checkpoint Signaling (GO:0044773),6/56,4.811724266646934e-06,0.00011182447195687474,0,0,15.8352,193.89339480869577,MDC1;MRE11;FANCD2;PRKDC;CHEK1;NBN
GO_Biological_Process_2023,Positive Regulation Of Chromosome Organization (GO:2001252),5/33,5.3862727338704895e-06,0.000122722527779559,0,0,23.43424787133396,284.2962555243818,MRE11;KAT5;NBN;TERF2;PML
GO_Biological_Process_2023,Regulation Of Double-Strand Break Repair (GO:2000779),7/88,5.739763927535933e-06,0.0001273638883170543,0,0,11.462507249979286,138.330597500551,RAD51;KAT5;TRRAP;CHEK1;RUVBL1;EP400;PML
GO_Biological_Process_2023,Negative Regulation Of Apoptotic Process (GO:0043066),15/482,5.80919628296375e-06,0.0001273638883170543,0,0,4.414096314182879,53.21664677928279,PRKN;NPM1;HDAC2;MRE11;PRDM9;HDAC3;PRKDC;HDAC1;GLO1;SOD2;PHB2;BCL2L10;GCLC;MSH2;AKT1
GO_Biological_Process_2023,"Mitochondrial Electron Transport, NADH To Ubiquinone (GO:0006120)",5/34,6.275367578608478e-06,0.00013503661345079724,0,0,22.625028545329982,271.02246792203897,NDUFA8;NDUFB8;NDUFB10;NDUFB5;NDUFA3
GO_Biological_Process_2023,Positive Regulation Of Double-Strand Break Repair Via Homologous Recombination (GO:1905168),5/36,8.395908411192355e-06,0.00017738264679646395,0,0,21.163212988677632,247.35068258886145,KAT5;PARP1;TRRAP;RUVBL1;EP400
GO_Biological_Process_2023,Recombinational Repair (GO:0000725),7/95,9.546034837357056e-06,0.0001980802228751589,0,0,10.546979865771812,121.91659758580222,WRN;MRE11;RAD51;KAT5;XRCC5;NBN;BRCA2
GO_Biological_Process_2023,Protein Import Into Mitochondrial Matrix (GO:0030150),4/18,1.0007755875728272e-05,0.0002040177601332676,0,0,37.27443609022557,429.1089060713133,TOMM70;TOMM40;TIMM17A;TIMM50
GO_Biological_Process_2023,Regulation Of Telomere Maintenance (GO:0032204),5/38,1.1039045265632407e-05,0.00022116156204594583,0,0,19.87858719646799,226.89562552705672,MRE11;XRCC5;NBN;TERF2;PML
GO_Biological_Process_2023,Internal Peptidyl-Lysine Acetylation (GO:0018393),5/39,1.2583138604049604e-05,0.00024782384843907864,0,0,19.292948967666536,217.6852920567346,KAT2A;KAT5;TRRAP;RUVBL1;EP400
GO_Biological_Process_2023,Protein Deacetylation (GO:0006476),5/40,1.4290686247376211e-05,0.0002767629569908526,0,0,18.74077578051088,209.07026821132183,HDAC4;HDAC2;HDAC3;HDAC1;HDAC9
GO_Biological_Process_2023,Protein Deacylation (GO:0035601),4/20,1.5654151940385556e-05,0.0002981987631922626,0,0,32.61184210526316,360.842674895433,HDAC4;HDAC3;HDAC1;HDAC9
GO_Biological_Process_2023,DNA Recombination (GO:0006310),5/42,1.8244311217847195e-05,0.0003419337037925555,0,0,17.7259710041167,193.4197198540773,MRE11;RAD51;MSH2;XRCC5;NBN
GO_Biological_Process_2023,Histone H2A Acetylation (GO:0043968),4/21,1.9220333631323413e-05,0.00035450837586663183,0,0,30.691950464396285,333.3005188695845,KAT5;TRRAP;RUVBL1;EP400
GO_Biological_Process_2023,Positive Regulation Of Protein Metabolic Process (GO:0051247),9/196,2.39451595177057e-05,0.00043475430249334415,0,0,6.4357743097238895,68.47499342926817,PRKN;NPM1;HDAC2;CASP8;PRKDC;UHRF1;GUF1;AKT1;EEF2
GO_Biological_Process_2023,Double-Strand Break Repair Via Homologous Recombination (GO:0000724),7/111,2.6442669792050072e-05,0.0004727135738209567,0,0,8.917139907072793,93.99139472765754,WRN;MRE11;RAD51;KAT5;XRCC1;NBN;BRCA2
GO_Biological_Process_2023,Regulation Of Myotube Differentiation (GO:0010830),4/23,2.8093697884643348e-05,0.0004946193476053875,0,0,27.458448753462605,287.76358961589904,HDAC4;HDAC3;HDAC1;HDAC9
GO_Biological_Process_2023,Negative Regulation Of Programmed Cell Death (GO:0043069),12/381,4.6064045135581055e-05,0.000798901797724555,0,0,4.398148148148148,43.91761088906211,BCL2L10;GCLC;NPM1;HDAC2;MRE11;PRDM9;HDAC3;PRKDC;HDAC1;GLO1;AKT1;PHB2
GO_Biological_Process_2023,Epigenetic Regulation Of Gene Expression (GO:0040029),6/83,4.704608998885232e-05,0.0008039346553977411,0,0,10.268571428571429,102.31997651012992,HDAC4;CHEK1;H3C1;CTCF;PPM1D;HDAC9
GO_Biological_Process_2023,Positive Regulation Of Double-Strand Break Repair (GO:2000781),6/84,5.0341722693871975e-05,0.0008477837937721628,0,0,10.136410256410256,100.31677163488662,KAT5;PARP1;TRRAP;PRKDC;RUVBL1;EP400
GO_Biological_Process_2023,Protein Targeting (GO:0006605),7/129,6.923462227611381e-05,0.0011331074800682,0,0,7.59456485862031,72.74081435322519,TOMM70;TIMM8B;TOMM40;TIMM9;TIMM17A;TIMM13;TOMM22
GO_Biological_Process_2023,Regulation Of DNA Repair (GO:0006282),7/129,6.923462227611381e-05,0.0011331074800682,0,0,7.59456485862031,72.74081435322519,KAT2A;KAT5;PARP1;TRRAP;RUVBL1;EP400;PML
GO_Biological_Process_2023,Negative Regulation Of Myotube Differentiation (GO:0010832),3/11,7.335787267371665e-05,0.0011839145562063,0,0,48.61764705882353,462.8478142602716,HDAC4;HDAC3;HDAC1
GO_Biological_Process_2023,Apoptotic Process (GO:0006915),9/228,7.764854631893383e-05,0.0012359946688027,0,0,5.486441151803187,51.91993582363951,BCL2L10;BCLAF1;CASP8;APAF1;PARP1;CHEK1;AKT1;GLRX2;HK2
GO_Biological_Process_2023,Protein Localization To Chromatin (GO:0071168),4/31,9.50964222181554e-05,0.0014932708461823,0,0,19.314814814814813,178.86714511902215,H2AC8;PARP1;MSH2;H2BC11
GO_Biological_Process_2023,Histone Monoubiquitination (GO:0010390),3/12,9.725102178906711e-05,0.0015067424975852,0,0,43.21350762527233,399.2156773148474,RAD51;UHRF1;BRCA2
GO_Biological_Process_2023,Histone Acetylation (GO:0016573),5/60,0.00010463107427607265,0.0015997540566946,0,0,11.913907284768213,109.19179391963068,KAT2A;KAT5;TRRAP;RUVBL1;EP400
GO_Biological_Process_2023,Protein Transmembrane Import Into Intracellular Organelle (GO:0044743),4/32,0.00010802472338617658,0.0016301912801913,0,0,18.62406015037594,170.09634309731948,TOMM70;TOMM40;TIMM17A;TIMM50
GO_Biological_Process_2023,Regulation Of Programmed Cell Death (GO:0043067),8/195,0.00014988188212150815,0.0022328557310922,0,0,5.682034976152623,50.03408530532615,PRKN;TOMM70;KAT5;APAF1;TRRAP;RUVBL1;EP400;AKT1
GO_Biological_Process_2023,Mitotic intra-S DNA Damage Checkpoint Signaling (GO:0031573),3/14,0.00015907156995412518,0.0023397615732492,0,0,35.35294117647059,309.20235030853047,MDC1;MRE11;FANCD2
GO_Biological_Process_2023,Histone Deacetylation (GO:0016575),4/36,0.0001727147952250968,0.0025086824006445,0,0,16.292763157894736,141.15836412282667,HDAC4;HDAC2;HDAC3;HDAC1
GO_Biological_Process_2023,Negative Regulation Of Developmental Process (GO:0051093),6/109,0.0002137523999447112,0.0030664233177253,0,0,7.666407766990291,64.78645249024353,PRKN;SUZ12;HDAC2;PARP1;SIN3A;HDAC1
GO_Biological_Process_2023,Heterochromatin Organization (GO:0070828),4/39,0.0002368263923132745,0.0033074194366392,0,0,14.893984962406016,124.33771515054327,HDAC2;UHRF1;MTHFR;PPM1D
GO_Biological_Process_2023,Histone H4 Acetylation (GO:0043967),4/39,0.0002368263923132745,0.0033074194366392,0,0,14.893984962406016,124.33771515054327,KAT5;TRRAP;RUVBL1;EP400
GO_Biological_Process_2023,DNA Repair-Dependent Chromatin Remodeling (GO:0140861),3/16,0.0002419368778952955,0.0033074194366392,0,0,29.911010558069385,249.06401074513315,HPF1;KAT5;PARP2
GO_Biological_Process_2023,"Mitochondrial Electron Transport, Cytochrome C To Oxygen (GO:0006123)",3/16,0.0002419368778952955,0.0033074194366392,0,0,29.911010558069385,249.06401074513315,COX4I2;COX7A2;COX6B1
GO_Biological_Process_2023,Response To Ionizing Radiation (GO:0010212),5/72,0.0002486608932846748,0.0033598134650789,0,0,9.774142532371256,81.1197185517231,RAD51;KAT5;MSH2;FANCD2;BRCA2
GO_Biological_Process_2023,DNA Duplex Unwinding (GO:0032508),4/41,0.00028808038013613754,0.0037713707738667,0,0,14.087482219061169,114.84497302617152,WRN;MRE11;RAD51;NBN
GO_Biological_Process_2023,Negative Regulation Of Oxidative Stress-Induced Intrinsic Apoptotic Signaling Pathway (GO:1902176),3/17,0.0002921027277521554,0.0037713707738667,0,0,27.77310924369748,226.02881141760892,PRKN;HTRA2;SOD2
GO_Biological_Process_2023,Negative Regulation Of Striated Muscle Cell Differentiation (GO:0051154),3/17,0.0002921027277521554,0.0037713707738667,0,0,27.77310924369748,226.02881141760892,HDAC4;HDAC3;HDAC1
GO_Biological_Process_2023,Regulation Of Telomere Maintenance Via Telomere Lengthening (GO:1904356),3/17,0.0002921027277521554,0.0037713707738667,0,0,27.77310924369748,226.02881141760892,PARP1;TNKS;TERF2
GO_Biological_Process_2023,Translational Elongation (GO:0006414),4/42,0.00031648435197563225,0.0039973349673443,0,0,13.71606648199446,110.5273111063812,TSFM;EIF5A2;EEF2;MRPL44
GO_Biological_Process_2023,Cellular Response To Oxidative Stress (GO:0034599),6/117,0.00031370543978783414,0.0039973349673443,0,0,7.110990990990991,57.364763266458816,SRXN1;PARP1;GSR;AKT1;HTRA2;SOD2
GO_Biological_Process_2023,Energy Derivation By Oxidation Of Organic Compounds (GO:0015980),4/43,0.00034684029831845225,0.0042629757915377,0,0,13.363697705802968,106.46385046812496,COX4I2;COX7A2;UQCR11;COX6B1
GO_Biological_Process_2023,Regulation Of Histone Modification (GO:0031056),3/18,0.0003485221172083399,0.0042629757915377,0,0,25.920261437908497,206.3721673192865,HPF1;KAT2A;MTHFR
GO_Biological_Process_2023,"Protein Localization To Chromosome, Centromeric Region (GO:0071459)",3/18,0.0003485221172083399,0.0042629757915377,0,0,25.920261437908497,206.3721673192865,H2AC8;H2BC11;CTCF
GO_Biological_Process_2023,Regulation Of DNA Recombination (GO:0000018),4/44,0.0003792244170843916,0.0045901955484589,0,0,13.028947368421052,102.63400067243022,MRE11;RAD51;MSH2;CHEK1
GO_Biological_Process_2023,Negative Regulation Of DNA-templated Transcription (GO:0045892),19/1025,0.00040691342548325015,0.0048745711382632,0,0,2.596987418554367,20.27444733072503,PRKN;HDAC4;HDAC2;HDAC3;PARP1;XRCC5;HDAC1;UHRF1;SUV39H1;CTCF;PHB2;HDAC9;PML;GCLC;BCLAF1;KAT5;SIN3A;DNMT3B;MCPH1
GO_Biological_Process_2023,Regulation Of Stem Cell Differentiation (GO:2000736),4/45,0.000413713414443232,0.0049054590569697,0,0,12.710526315789474,99.01928420350552,HDAC2;KAT5;HDAC1;PRKDC
GO_Biological_Process_2023,Intracellular Protein Transmembrane Transport (GO:0065002),4/46,0.00045038445909994617,0.0052863307219609,0,0,12.407268170426065,95.60307565703516,TOMM70;TOMM40;TIMM17A;TIMM50
GO_Biological_Process_2023,Negative Regulation Of Stem Cell Population Maintenance (GO:1902455),3/20,0.000481365021138088,0.0055380807382421,0,0,22.868512110726645,174.68992718194062,HDAC2;HDAC1;SIN3A
GO_Biological_Process_2023,Regulation Of Necroptotic Process (GO:0060544),3/20,0.000481365021138088,0.0055380807382421,0,0,22.868512110726645,174.68992718194062,PRKN;CASP8;PARP1
GO_Biological_Process_2023,Regulation Of Cell Cycle (GO:0051726),9/298,0.0005662236223576985,0.0064505083252906,0,0,4.1427159098933695,30.97310442489469,KAT2A;KAT5;TRRAP;SUV39H1;RUVBL1;CHEK1;EP400;HTRA2;NBN
GO_Biological_Process_2023,Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage (GO:0008630),4/49,0.0005742675696017752,0.0064786302512355,0,0,11.578362573099415,86.40254794338162,BCL2L10;PRKDC;HTRA2;PML
GO_Biological_Process_2023,Regulation Of T-Circle Formation (GO:1904429),2/5,0.0005952569504185748,0.0065253639281734,0,0,85.89177489177489,637.8767604238993,XRCC5;TERF2
GO_Biological_Process_2023,Positive Regulation Of Autophagy Of Mitochondrion In Response To Mitochondrial Depolarization (GO:1904925),2/5,0.0005952569504185748,0.0065253639281734,0,0,85.89177489177489,637.8767604238993,PRKN;HK2
GO_Biological_Process_2023,Mitochondrial Translational Elongation (GO:0070125),2/5,0.0005952569504185748,0.0065253639281734,0,0,85.89177489177489,637.8767604238993,TSFM;MRPL44
GO_Biological_Process_2023,Negative Regulation Of Neuron Death (GO:1901215),5/88,0.0006300573246012211,0.006842304777445,0,0,7.883587329450251,58.099671581104026,PRKN;MSH2;AKT1;HTRA2;SOD2
GO_Biological_Process_2023,Regulation Of Telomere Capping (GO:1904353),3/22,0.000642870202832239,0.0068533502356978,0,0,20.45923632610939,150.36654279537976,TNKS;NBN;TERF2
GO_Biological_Process_2023,Response To Gamma Radiation (GO:0010332),3/22,0.000642870202832239,0.0068533502356978,0,0,20.45923632610939,150.36654279537976,WRN;XRCC5;FANCD2
GO_Biological_Process_2023,"Negative Regulation Of Gene Expression, Epigenetic (GO:0045814)",4/51,0.000669198123522839,0.0070054794552571,0,0,11.084546472564387,81.0217208782503,UHRF1;CHEK1;PPM1D;HDAC9
